Institution code (UKPRN),Institution name,Institution sort order,Main panel,Unit of assessment number,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Profile,FTE Category A staff submitted,4*,3*,2*,1*,unclassified
10007141,University of Central Lancashire,250,D,30,History, ,,,Overall,10.18,7,32,48,13,0
10007141,University of Central Lancashire,250,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,13.78,8,28,47,17,0
10007141,University of Central Lancashire,250,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,8.85,20,47,25,8,0
10007848,University of Chester,280,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,23,3,38,45,13,1
10007848,University of Chester,280,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,13.4,9,28,43,20,0
10007848,University of Chester,280,B,10,Mathematical Sciences, ,,,Overall,6.75,2,16,66,16,0
10007848,University of Chester,280,B,11,Computer Science and Informatics, ,,,Overall,4,0,5,41,33,21
10007848,University of Chester,280,C,17,"Geography, Environmental Studies and Archaeology",A,Geography and Development Studies,,Overall,9.6,7,11,28,41,13
10007848,University of Chester,280,C,17,"Geography, Environmental Studies and Archaeology",B,Archaeology,,Overall,4.2,11,22,21,38,8
10007848,University of Chester,280,C,19,Business and Management Studies, ,,,Overall,6,3,3,42,52,0
10007848,University of Chester,280,C,22,Social Work and Social Policy, ,,,Overall,5,0,4,36,41,19
10007848,University of Chester,280,C,25,Education, ,,,Overall,5,11,18,42,25,4
10007848,University of Chester,280,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,12.4,1,34,56,8,1
10007848,University of Chester,280,D,27,Area Studies, ,,,Overall,8.2,9,25,35,27,4
10007848,University of Chester,280,D,29,English Language and Literature, ,,,Overall,11,10,31,38,21,0
10007848,University of Chester,280,D,30,History, ,,,Overall,6,3,32,62,3,0
10007848,University of Chester,280,D,33,Theology and Religious Studies, ,,,Overall,11.1,8,27,57,8,0
10007848,University of Chester,280,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,3.7,14,33,46,7,0
10007848,University of Chester,280,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,9.1,2,24,33,35,6
10007137,University of Chichester,290,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,6,0,31,50,19,0
10007137,University of Chichester,290,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,19,18,37,42,0,3
10007137,University of Chichester,290,D,29,English Language and Literature, ,,,Overall,7.5,11,45,35,9,0
10007137,University of Chichester,290,D,30,History, ,,,Overall,7.5,9,30,59,2,0
10007137,University of Chichester,290,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,11.7,24,20,32,21,3
10001478,City University London,300,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,67.6,28,54,15,2,1
10001478,City University London,300,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,28,13,54,28,3,2
10001478,City University London,300,B,10,Mathematical Sciences, ,,,Overall,16.05,19,56,24,1,0
10001478,City University London,300,B,11,Computer Science and Informatics, ,,,Overall,32,15,47,36,2,0
10001478,City University London,300,B,15,General Engineering, ,,,Overall,53.6,9,70,19,1,1
10001478,City University London,300,C,18,Economics and Econometrics, ,,,Overall,13.7,15,41,25,11,8
10001478,City University London,300,C,19,Business and Management Studies, ,,,Overall,78.29,41,43,14,2,0
10001478,City University London,300,C,20,Law, ,,,Overall,20.5,14,51,31,4,0
10001478,City University London,300,C,21,Politics and International Studies, ,,,Overall,13.2,11,51,30,8,0
10001478,City University London,300,C,23,Sociology, ,,,Overall,21.6,15,59,23,3,0
10001478,City University London,300,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,9.2,34,53,11,2,0
10001478,City University London,300,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,24.6,33,44,20,2,1
10007761,Courtauld Institute of Art,310,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,32.5,56,39,4,0,1
10001726,Coventry University,320,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,17.6,20,74,6,0,0
10001726,Coventry University,320,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,14,18,39,37,6,0
10001726,Coventry University,320,B,7,Earth Systems and Environmental Sciences, ,,,Overall,10.4,8,44,43,5,0
10001726,Coventry University,320,B,10,Mathematical Sciences, ,,,Overall,9,7,74,19,0,0
10001726,Coventry University,320,B,11,Computer Science and Informatics, ,,,Overall,13,5,37,55,3,0
10001726,Coventry University,320,B,15,General Engineering, ,,,Overall,18.7,4,56,38,2,0
10001726,Coventry University,320,C,19,Business and Management Studies, ,,,Overall,17,13,39,33,15,0
10001726,Coventry University,320,C,21,Politics and International Studies, ,,,Overall,18.7,2,30,37,29,2
10001726,Coventry University,320,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,34.45,31,40,25,4,0
10007822,Cranfield University,330,A,6,"Agriculture, Veterinary and Food Science", ,,,Overall,26.3,23,49,27,1,0
10007822,Cranfield University,330,B,12,"Aeronautical, Mechanical, Chemical and Manufacturing Engineering", ,,,Overall,156.7,26,58,16,0,0
10007822,Cranfield University,330,C,19,Business and Management Studies, ,,,Overall,40.81,31,43,24,2,0
10006427,University for the Creative Arts,340,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,20.75,17,47,29,5,2
10007842,University of Cumbria,360,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,3,7,42,45,6,0
10007842,University of Cumbria,360,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,6,0,9,60,31,0
10007842,University of Cumbria,360,C,19,Business and Management Studies, ,,,Overall,2.8,12,30,43,11,4
10007842,University of Cumbria,360,C,25,Education, ,,,Overall,4.72,0,23,52,23,2
10007842,University of Cumbria,360,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,6,14,8,56,22,0
10007842,University of Cumbria,360,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,4.28,8,44,29,19,0
10001883,De Montfort University,400,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,31.4,13,37,46,3,1
10001883,De Montfort University,400,B,11,Computer Science and Informatics, ,,,Overall,24.7,9,48,40,3,0
10001883,De Montfort University,400,B,15,General Engineering, ,,,Overall,24.7,1,35,57,6,1
10001883,De Montfort University,400,C,16,"Architecture, Built Environment and Planning", ,,,Overall,14.1,30,40,23,7,0
10001883,De Montfort University,400,C,19,Business and Management Studies, ,,,Overall,21.7,16,48,30,6,0
10001883,De Montfort University,400,C,20,Law, ,,,Overall,9.4,5,41,45,9,0
10001883,De Montfort University,400,C,22,Social Work and Social Policy, ,,,Overall,20.1,18,26,49,7,0
10001883,De Montfort University,400,D,29,English Language and Literature, ,,,Overall,13.2,22,49,21,7,1
10001883,De Montfort University,400,D,30,History, ,,,Overall,12.6,16,41,40,3,0
10001883,De Montfort University,400,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,22.5,23,44,26,4,3
10001883,De Montfort University,400,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,13,21,51,20,7,1
10001883,De Montfort University,400,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,10.8,36,48,14,2,0
10007851,University of Derby,410,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,14.4,10,26,53,11,0
10007851,University of Derby,410,A,5,Biological Sciences, ,,,Overall,12,0,9,50,30,11
10007851,University of Derby,410,B,7,Earth Systems and Environmental Sciences, ,,,Overall,7.3,0,25,40,35,0
10007851,University of Derby,410,B,11,Computer Science and Informatics, ,,,Overall,12,4,19,41,36,0
10007851,University of Derby,410,B,15,General Engineering, ,,,Overall,13,0,20,33,41,6
10007851,University of Derby,410,C,19,Business and Management Studies, ,,,Overall,11,2,15,61,18,4
10007851,University of Derby,410,C,20,Law, ,,,Overall,6.2,0,31,50,17,2
10007851,University of Derby,410,C,25,Education, ,,,Overall,6,9,22,47,19,3
10007851,University of Derby,410,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,8.2,9,31,42,16,2
10007851,University of Derby,410,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,16.7,14,43,35,8,0
10007143,University of Durham,420,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,24.7,29,48,22,0,1
10007143,University of Durham,420,A,5,Biological Sciences, ,,,Overall,39,25,49,23,1,2
10007143,University of Durham,420,B,7,Earth Systems and Environmental Sciences, ,,,Overall,34.81,27,61,12,0,0
10007143,University of Durham,420,B,8,Chemistry, ,,,Overall,40.8,35,61,4,0,0
10007143,University of Durham,420,B,9,Physics, ,,,Overall,74.55,31,65,4,0,0
10007143,University of Durham,420,B,10,Mathematical Sciences, ,,,Overall,54,24,60,15,0,1
10007143,University of Durham,420,B,11,Computer Science and Informatics, ,,,Overall,14.2,19,66,14,0,1
10007143,University of Durham,420,B,15,General Engineering, ,,,Overall,34,17,74,9,0,0
10007143,University of Durham,420,C,17,"Geography, Environmental Studies and Archaeology",A,Archaeology,,Overall,24.91,38,35,27,0,0
10007143,University of Durham,420,C,17,"Geography, Environmental Studies and Archaeology",B,Geography,,Overall,62.9,43,36,18,2,1
10007143,University of Durham,420,C,19,Business and Management Studies, ,,,Overall,44.81,27,52,20,1,0
10007143,University of Durham,420,C,20,Law, ,,,Overall,24.3,44,46,10,0,0
10007143,University of Durham,420,C,21,Politics and International Studies, ,,,Overall,24.8,20,51,25,4,0
10007143,University of Durham,420,C,22,Social Work and Social Policy, ,,,Overall,24.05,22,52,20,6,0
10007143,University of Durham,420,C,24,Anthropology and Development Studies, ,,,Overall,24.75,30,44,20,4,2
10007143,University of Durham,420,C,25,Education, ,,,Overall,24.5,50,31,18,1,0
10007143,University of Durham,420,D,28,Modern Languages and Linguistics, ,,,Overall,34,25,50,24,0,1
10007143,University of Durham,420,D,29,English Language and Literature, ,,,Overall,34.03,52,38,10,0,0
10007143,University of Durham,420,D,30,History, ,,,Overall,28.5,38,43,18,1,0
10007143,University of Durham,420,D,31,Classics, ,,,Overall,14.2,43,43,14,0,0
10007143,University of Durham,420,D,32,Philosophy, ,,,Overall,18.85,20,50,22,8,0
10007143,University of Durham,420,D,33,Theology and Religious Studies, ,,,Overall,24.8,50,35,14,1,0
10007143,University of Durham,420,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,14.9,53,37,8,2,0
10007789,University of East Anglia,430,A,1,Clinical Medicine, ,,,Overall,14.4,32,46,8,14,0
10007789,University of East Anglia,430,A,2,"Public Health, Health Services and Primary Care", ,,,Overall,14,22,63,15,0,0
10007789,University of East Anglia,430,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",A,Pharmacy,,Overall,14.2,45,42,13,0,0
10007789,University of East Anglia,430,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy",B,Allied Health Professions and Nursing,,Overall,14,34,58,8,0,0
10007789,University of East Anglia,430,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,13.6,29,52,19,0,0
10007789,University of East Anglia,430,A,5,Biological Sciences, ,,,Overall,44,28,59,13,0,0
10007789,University of East Anglia,430,A,6,"Agriculture, Veterinary and Food Science", ,,,Overall,11,32,57,11,0,0
10007789,University of East Anglia,430,B,7,Earth Systems and Environmental Sciences, ,,,Overall,63,35,53,10,0,2
10007789,University of East Anglia,430,B,8,Chemistry, ,,,Overall,19.6,29,69,2,0,0
10007789,University of East Anglia,430,B,10,Mathematical Sciences, ,,,Overall,22,9,74,17,0,0
10007789,University of East Anglia,430,B,11,Computer Science and Informatics, ,,,Overall,18.2,28,52,20,0,0
10007789,University of East Anglia,430,C,18,Economics and Econometrics, ,,,Overall,14,17,70,13,0,0
10007789,University of East Anglia,430,C,19,Business and Management Studies, ,,,Overall,24.1,30,50,19,1,0
10007789,University of East Anglia,430,C,20,Law, ,,,Overall,12.6,27,45,26,2,0
10007789,University of East Anglia,430,C,21,Politics and International Studies, ,,,Overall,12,20,50,25,5,0
10007789,University of East Anglia,430,C,22,Social Work and Social Policy, ,,,Overall,9.6,48,42,10,0,0
10007789,University of East Anglia,430,C,24,Anthropology and Development Studies, ,,,Overall,23.8,36,38,24,2,0
10007789,University of East Anglia,430,C,25,Education, ,,,Overall,13.2,14,63,18,2,3
10007789,University of East Anglia,430,D,27,Area Studies, ,,,Overall,14,34,40,26,0,0
10007789,University of East Anglia,430,D,29,English Language and Literature, ,,,Overall,18.3,45,37,18,0,0
10007789,University of East Anglia,430,D,30,History, ,,,Overall,34.8,33,44,22,1,0
10007789,University of East Anglia,430,D,32,Philosophy, ,,,Overall,6.3,21,46,33,0,0
10007789,University of East Anglia,430,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,14.9,31,48,21,0,0
10007789,University of East Anglia,430,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,9.5,35,47,15,3,0
10007144,University of East London,440,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,14.8,19,67,14,0,0
10007144,University of East London,440,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,14.6,25,43,32,0,0
10007144,University of East London,440,B,11,Computer Science and Informatics, ,,,Overall,4,4,33,33,30,0
10007144,University of East London,440,B,15,General Engineering, ,,,Overall,7.8,2,28,47,19,4
10007144,University of East London,440,C,16,"Architecture, Built Environment and Planning", ,,,Overall,5.2,20,24,33,23,0
10007144,University of East London,440,C,19,Business and Management Studies, ,,,Overall,3.25,2,34,52,12,0
10007144,University of East London,440,C,20,Law, ,,,Overall,12.7,3,54,42,1,0
10007144,University of East London,440,C,22,Social Work and Social Policy, ,,,Overall,8.85,10,49,36,5,0
10007144,University of East London,440,C,23,Sociology, ,,,Overall,19.4,18,41,38,3,0
10007144,University of East London,440,C,25,Education, ,,,Overall,8.4,10,47,31,12,0
10007144,University of East London,440,D,34,"Art and Design: History, Practice and Theory", ,,,Overall,8.4,21,42,35,2,0
10007144,University of East London,440,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,7.2,17,33,32,16,2
10007144,University of East London,440,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,14.8,33,47,17,3,0
10007823,Edge Hill University,450,A,3,"Allied Health Professions, Dentistry, Nursing and Pharmacy", ,,,Overall,11.1,7,48,36,9,0
10007823,Edge Hill University,450,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,12.2,15,29,46,10,0
10007823,Edge Hill University,450,B,11,Computer Science and Informatics, ,,,Overall,5,0,2,33,57,8
10007823,Edge Hill University,450,C,17,"Geography, Environmental Studies and Archaeology", ,,,Overall,9,3,26,27,39,5
10007823,Edge Hill University,450,C,20,Law, ,,,Overall,14,1,49,36,14,0
10007823,Edge Hill University,450,C,22,Social Work and Social Policy, ,,,Overall,17,5,30,36,21,8
10007823,Edge Hill University,450,C,25,Education, ,,,Overall,11.7,9,27,40,24,0
10007823,Edge Hill University,450,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,14,13,32,45,10,0
10007823,Edge Hill University,450,D,29,English Language and Literature, ,,,Overall,13.9,8,36,44,12,0
10007823,Edge Hill University,450,D,30,History, ,,,Overall,6.8,11,40,49,0,0
10007823,Edge Hill University,450,D,35,"Music, Drama, Dance and Performing Arts", ,,,Overall,11.5,0,21,44,21,14
10007823,Edge Hill University,450,D,36,"Communication, Cultural and Media Studies, Library and Information Management", ,,,Overall,12.3,11,34,32,14,9
10007791,University of Essex,470,A,4,"Psychology, Psychiatry and Neuroscience", ,,,Overall,21,40,50,10,0,0
10007791,University of Essex,470,A,5,Biological Sciences, ,,,Overall,23,3,63,32,2,0
10007791,University of Essex,470,B,11,Computer Science and Informatics, ,,,Overall,34.9,22,49,25,4,0
10007791,University of Essex,470,C,18,Economics and Econometrics, ,,,Overall,33.33,32,61,7,0,0
10007791,University of Essex,470,C,19,Business and Management Studies, ,,,Overall,50.46,17,55,25,3,0
10007791,University of Essex,470,C,20,Law, ,,,Overall,28.35,23,48,28,0,1
10007791,University of Essex,470,C,21,Politics and International Studies, ,,,Overall,29.95,68,19,12,1,0
10007791,University of Essex,470,C,23,Sociology, ,,,Overall,47.45,38,40,20,2,0
10007791,University of Essex,470,C,26,"Sport and Exercise Sciences, Leisure and Tourism", ,,,Overall,8.7,13,41,43,3,0
10007791,University of Essex,470,D,28,Modern Languages and Linguistics, ,,,Overall,12.6,40,43,14,3,0
10007791,University of Essex,470,D,29,English Language and Literature, ,,,Overall,17,29,46,22,3,0
10007791,University of Essex,470,D,30,History, ,,,Overall,18.2,19,52,27,1,1
10007791,University of Essex,470,D,32,Philosophy, ,,,Overall,9.5,34,51,15,0,0
